wget 1.21.3-1
which 2.21-5
wildmidi 0.4.4-1
wireless-regdb 2022.04.08-1
wireplumber 0.4.9-1
woff2 1.0.2-3
wolfssl 5.2.0-1
wpebackend-fdo 1.12.0-2
wxgtk-common 3.0.5.1-3
wxgtk3 3.0.5.1-3
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapp 2.2.8-1
xbindkeys 1.8.7-2
xbitmaps 1.1.2-2
xcb-proto 1.14.1-5
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.3-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20211022.1-1
xf86-input-libinput 1.2.1-1
xf86-video-amdgpu 22.0.0-1
xfsprogs 5.15.0-2
xidel 0.9.9.20220424.8389.2d2ee7befb8a-1
xkeyboard-config 2.35.1-1
xorg-fonts-encodings 1.0.5-2
xorg-server 21.1.3-6
xorg-server-common 21.1.3-6
xorg-setxkbmap 1.3.3-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.3-4
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorgproto 2022.1-1
xsel 1.2.0.20200527-1
xterm 372-1
xvidcore 1.3.7-2
xwallpaper 0.7.3-2
xxhash 0.8.1-2
xz 5.2.5-3
yajl 2.1.0-5
yay 11.1.2-1
yt-dlp 2022.04.08-1
yubico-c 1.13-6
yubico-c-client 2.15-5
yubikey-personalization 1.20.0-3
yuzu-early-access 2720-1
zbar 0.23.1-9
zenity 3.42.1-1
zimg 3.0.3-2
zip 3.0-10
zlib 1:1.2.12-2
zsh 5.8.1-2
zstd 1.5.2-3
zziplib 0.13.72-1
